"","item1","item2","correlation"
"2453","leverage","love",-0.0454545454545454
"2454","positive","love",-0.0454545454545454
"2455","work","love",-0.0454545454545454
"2456","limitation","love",-0.0454545454545454
"2457","subjected","patriot",-0.0454545454545454
"2458","smart","patriot",-0.0454545454545454
"2459","reasonably","patriot",-0.0454545454545454
"2460","solid","patriot",-0.0454545454545454
"2461","threats","patriot",-0.0454545454545454
"2462","regal","patriot",-0.0454545454545454
"2463","top","patriot",-0.0454545454545454
"2464","loss","patriot",-0.0454545454545454
"2465","significant","patriot",-0.0454545454545454
"2466","benefits","patriot",-0.0454545454545454
"2467","capability","patriot",-0.0454545454545454
"2468","continuity","patriot",-0.0454545454545454
"2469","economical","patriot",-0.0454545454545454
"2470","effective","patriot",-0.0454545454545454
"2471","interests","patriot",-0.0454545454545454
"2472","reputation","patriot",-0.0454545454545454
"2473","successfully","patriot",-0.0454545454545454
"2474","variety","patriot",-0.0454545454545454
"2475","waste","patriot",-0.0454545454545454
"2476","respect","patriot",-0.0454545454545454
"2477","confidence","patriot",-0.0454545454545454
"2478","covenant","patriot",-0.0454545454545454
"2479","improvement","patriot",-0.0454545454545454
"2480","transparent","patriot",-0.0454545454545454
"2481","trust","patriot",-0.0454545454545454
"2482","favor","patriot",-0.0454545454545454
"2483","damage","patriot",-0.0454545454545454
"2484","liable","patriot",-0.0454545454545454
"2485","supple","patriot",-0.0454545454545454
"2486","lead","patriot",-0.0454545454545454
"2487","fair","patriot",-0.0454545454545454
"2488","leading","patriot",-0.0454545454545454
"2489","encouraging","patriot",-0.0454545454545454
"2490","guidance","patriot",-0.0454545454545454
"2491","supporting","patriot",-0.0454545454545454
"2492","keen","patriot",-0.0454545454545454
"2493","vice","patriot",-0.0454545454545454
"2494","competitive","patriot",-0.0454545454545454
"2495","complaints","patriot",-0.0454545454545454
"2496","losses","patriot",-0.0454545454545454
"2497","smarter","patriot",-0.0454545454545454
"2498","awarded","patriot",-0.0454545454545454
"2499","pure","patriot",-0.0454545454545454
"2500","recommendations","patriot",-0.0454545454545454
"2501","volatile","patriot",-0.0454545454545454
"2502","valor","patriot",-0.0454545454545454
"2503","attentive","patriot",-0.0454545454545454
"2504","innovation","patriot",-0.0454545454545454
"2505","reliable","patriot",-0.0454545454545454
"2506","accomplish","patriot",-0.0454545454545454
"2507","intelligent","patriot",-0.0454545454545454
"2508","leverage","patriot",-0.0454545454545454
"2509","positive","patriot",-0.0454545454545454
"2510","work","patriot",-0.0454545454545454
"2511","limitation","patriot",-0.0454545454545454
"2512","subjected","regal",-0.0454545454545454
"2513","smart","regal",-0.0454545454545454
"2514","reasonably","regal",-0.0454545454545454
"2515","solid","regal",-0.0454545454545454
"2516","threats","regal",-0.0454545454545454
"2517","great","regal",-0.0454545454545454
"2518","love","regal",-0.0454545454545454
"2519","patriot","regal",-0.0454545454545454
"2520","loss","regal",-0.0454545454545454
"2521","significant","regal",-0.0454545454545454
"2522","benefits","regal",-0.0454545454545454
"2523","capability","regal",-0.0454545454545454
"2524","continuity","regal",-0.0454545454545454
"2525","economical","regal",-0.0454545454545454
"2526","effective","regal",-0.0454545454545454
"2527","interests","regal",-0.0454545454545454
"2528","reputation","regal",-0.0454545454545454
"2529","successfully","regal",-0.0454545454545454
"2530","variety","regal",-0.0454545454545454
"2531","waste","regal",-0.0454545454545454
"2532","respect","regal",-0.0454545454545454
"2533","confidence","regal",-0.0454545454545454
"2534","covenant","regal",-0.0454545454545454
"2535","improvement","regal",-0.0454545454545454
"2536","transparent","regal",-0.0454545454545454
"2537","trust","regal",-0.0454545454545454
"2538","best","regal",-0.0454545454545454
"2539","gold","regal",-0.0454545454545454
"2540","guarantee","regal",-0.0454545454545454
"2541","majesty","regal",-0.0454545454545454
"2542","accessible","regal",-0.0454545454545454
"2543","concise","regal",-0.0454545454545454
"2544","facilitate","regal",-0.0454545454545454
"2545","greatest","regal",-0.0454545454545454
"2546","impaired","regal",-0.0454545454545454
"2547","success","regal",-0.0454545454545454
"2548","encourage","regal",-0.0454545454545454
"2549","damage","regal",-0.0454545454545454
"2550","liable","regal",-0.0454545454545454
"2551","supple","regal",-0.0454545454545454
"2552","lead","regal",-0.0454545454545454
"2553","fair","regal",-0.0454545454545454
"2554","leading","regal",-0.0454545454545454
"2555","encouraging","regal",-0.0454545454545454
"2556","guidance","regal",-0.0454545454545454
"2557","supporting","regal",-0.0454545454545454
"2558","keen","regal",-0.0454545454545454
"2559","vice","regal",-0.0454545454545454
"2560","competitive","regal",-0.0454545454545454
"2561","complaints","regal",-0.0454545454545454
"2562","losses","regal",-0.0454545454545454
"2563","smarter","regal",-0.0454545454545454
"2564","awarded","regal",-0.0454545454545454
"2565","pure","regal",-0.0454545454545454
"2566","recommendations","regal",-0.0454545454545454
"2567","volatile","regal",-0.0454545454545454
"2568","valor","regal",-0.0454545454545454
"2569","attentive","regal",-0.0454545454545454
"2570","innovation","regal",-0.0454545454545454
"2571","reliable","regal",-0.0454545454545454
"2572","accomplish","regal",-0.0454545454545454
"2573","intelligent","regal",-0.0454545454545454
"2574","leverage","regal",-0.0454545454545454
"2575","positive","regal",-0.0454545454545454
"2576","work","regal",-0.0454545454545454
"2577","limitation","regal",-0.0454545454545454
"2578","subjected","top",-0.0454545454545454
"2579","smart","top",-0.0454545454545454
"2580","reasonably","top",-0.0454545454545454
"2581","solid","top",-0.0454545454545454
"2582","threats","top",-0.0454545454545454
"2583","great","top",-0.0454545454545454
"2584","love","top",-0.0454545454545454
"2585","patriot","top",-0.0454545454545454
"2586","loss","top",-0.0454545454545454
"2587","significant","top",-0.0454545454545454
"2588","benefits","top",-0.0454545454545454
"2589","capability","top",-0.0454545454545454
"2590","continuity","top",-0.0454545454545454
"2591","economical","top",-0.0454545454545454
"2592","effective","top",-0.0454545454545454
"2593","interests","top",-0.0454545454545454
"2594","reputation","top",-0.0454545454545454
"2595","successfully","top",-0.0454545454545454
"2596","variety","top",-0.0454545454545454
"2597","waste","top",-0.0454545454545454
"2598","respect","top",-0.0454545454545454
"2599","confidence","top",-0.0454545454545454
"2600","covenant","top",-0.0454545454545454
"2601","improvement","top",-0.0454545454545454
"2602","transparent","top",-0.0454545454545454
"2603","trust","top",-0.0454545454545454
"2604","best","top",-0.0454545454545454
"2605","gold","top",-0.0454545454545454
"2606","guarantee","top",-0.0454545454545454
"2607","majesty","top",-0.0454545454545454
"2608","accessible","top",-0.0454545454545454
"2609","concise","top",-0.0454545454545454
"2610","facilitate","top",-0.0454545454545454
"2611","greatest","top",-0.0454545454545454
"2612","impaired","top",-0.0454545454545454
"2613","success","top",-0.0454545454545454
"2614","encourage","top",-0.0454545454545454
"2615","damage","top",-0.0454545454545454
"2616","liable","top",-0.0454545454545454
"2617","supple","top",-0.0454545454545454
"2618","lead","top",-0.0454545454545454
"2619","fair","top",-0.0454545454545454
"2620","leading","top",-0.0454545454545454
"2621","encouraging","top",-0.0454545454545454
"2622","guidance","top",-0.0454545454545454
"2623","supporting","top",-0.0454545454545454
"2624","keen","top",-0.0454545454545454
"2625","vice","top",-0.0454545454545454
"2626","competitive","top",-0.0454545454545454
"2627","complaints","top",-0.0454545454545454
"2628","losses","top",-0.0454545454545454
"2629","smarter","top",-0.0454545454545454
"2630","awarded","top",-0.0454545454545454
"2631","pure","top",-0.0454545454545454
"2632","recommendations","top",-0.0454545454545454
"2633","volatile","top",-0.0454545454545454
"2634","valor","top",-0.0454545454545454
"2635","attentive","top",-0.0454545454545454
"2636","innovation","top",-0.0454545454545454
"2637","reliable","top",-0.0454545454545454
"2638","accomplish","top",-0.0454545454545454
"2639","intelligent","top",-0.0454545454545454
"2640","leverage","top",-0.0454545454545454
"2641","positive","top",-0.0454545454545454
"2642","work","top",-0.0454545454545454
"2643","limitation","top",-0.0454545454545454
"2644","subjected","loss",-0.0454545454545454
"2645","smart","loss",-0.0454545454545454
"2646","reasonably","loss",-0.0454545454545454
"2647","solid","loss",-0.0454545454545454
"2648","threats","loss",-0.0454545454545454
"2649","great","loss",-0.0454545454545454
"2650","love","loss",-0.0454545454545454
"2651","patriot","loss",-0.0454545454545454
"2652","regal","loss",-0.0454545454545454
"2653","top","loss",-0.0454545454545454
"2654","significant","loss",-0.0454545454545454
"2655","benefits","loss",-0.0454545454545454
"2656","capability","loss",-0.0454545454545454
"2657","continuity","loss",-0.0454545454545454
"2658","economical","loss",-0.0454545454545454
"2659","effective","loss",-0.0454545454545454
"2660","interests","loss",-0.0454545454545454
"2661","reputation","loss",-0.0454545454545454
"2662","successfully","loss",-0.0454545454545454
"2663","variety","loss",-0.0454545454545454
"2664","waste","loss",-0.0454545454545454
"2665","respect","loss",-0.0454545454545454
"2666","confidence","loss",-0.0454545454545454
"2667","covenant","loss",-0.0454545454545454
"2668","improvement","loss",-0.0454545454545454
"2669","transparent","loss",-0.0454545454545454
"2670","trust","loss",-0.0454545454545454
"2671","best","loss",-0.0454545454545454
"2672","gold","loss",-0.0454545454545454
"2673","guarantee","loss",-0.0454545454545454
"2674","majesty","loss",-0.0454545454545454
"2675","accessible","loss",-0.0454545454545454
"2676","concise","loss",-0.0454545454545454
"2677","facilitate","loss",-0.0454545454545454
"2678","greatest","loss",-0.0454545454545454
"2679","impaired","loss",-0.0454545454545454
"2680","success","loss",-0.0454545454545454
"2681","encourage","loss",-0.0454545454545454
"2682","favor","loss",-0.0454545454545454
"2683","lead","loss",-0.0454545454545454
"2684","fair","loss",-0.0454545454545454
"2685","leading","loss",-0.0454545454545454
"2686","encouraging","loss",-0.0454545454545454
"2687","guidance","loss",-0.0454545454545454
"2688","supporting","loss",-0.0454545454545454
"2689","keen","loss",-0.0454545454545454
"2690","vice","loss",-0.0454545454545454
"2691","competitive","loss",-0.0454545454545454
"2692","complaints","loss",-0.0454545454545454
